Sample in Buffer,Sample in Window,TRIGGER,w_noise[7:0]
2840,2840,0,48
2841,2841,0,-31
2842,2842,0,3
2843,2843,0,8
2844,2844,0,-46
2845,2845,0,-26
2846,2846,0,14
2847,2847,0,30
2848,2848,0,-2
2849,2849,0,-2
2850,2850,0,-3
2851,2851,0,-5
2852,2852,0,-8
2853,2853,0,-13
2854,2854,0,-23
2855,2855,0,22
2856,2856,0,45
2857,2857,0,29
2858,2858,0,-4
2859,2859,0,-5
2860,2860,0,-72
2861,2861,0,50
2862,2862,0,-26
2863,2863,0,15
2864,2864,0,-31
2865,2865,0,4
2866,2866,0,10
2867,2867,0,21
2868,2868,0,-20
2869,2869,0,-36
2870,2870,0,-8
2871,2871,0,-13
2872,2872,0,40
2873,2873,0,18
2874,2874,0,-91
2875,2875,0,76
2876,2876,0,-37
2877,2877,0,-9
2878,2878,0,-14
2879,2879,0,37
2880,2880,0,13
2881,2881,0,-36
2882,2882,0,59
2883,2883,0,-72
2884,2884,0,50
2885,2885,0,-26
2886,2886,0,14
2887,2887,0,-32
2888,2888,0,3
2889,2889,0,7
2890,2890,0,15
2891,2891,0,30
2892,2892,0,-66
2893,2893,0,-65
2894,2894,0,1
2895,2895,0,4
2896,2896,0,74
2897,2897,0,22
2898,2898,0,-19
2899,2899,0,-37
2900,2900,0,-7
2901,2901,0,-12
2902,2902,0,-21
2903,2903,0,24
2904,2904,0,51
2905,2905,0,-23
2906,2906,0,20
2907,2907,0,-22
2908,2908,0,21
2909,2909,0,-20
2910,2910,0,-39
2911,2911,0,-13
2912,2912,0,-25
2913,2913,0,17
2914,2914,0,-28
2915,2915,0,9
2916,2916,0,20
2917,2917,0,44
2918,2918,0,-40
2919,2919,0,-14
2920,2920,0,40
2921,2921,0,18
2922,2922,0,-90
2923,2923,0,80
2924,2924,0,35
2925,2925,0,-56
2926,2926,0,18
2927,2927,0,39
2928,2928,0,-47
2929,2929,0,-27
2930,2930,0,13
2931,2931,0,26
2932,2932,0,-10
2933,2933,0,-17
2934,2934,0,-31
2935,2935,0,-60
2936,2936,0,73
2937,2937,0,21
2938,2938,0,-19
2939,2939,0,-35
2940,2940,0,-4
2941,2941,0,58
2942,2942,0,-11
2943,2943,0,-20
2944,2944,0,-37
2945,2945,0,-8
2946,2946,0,-15
2947,2947,0,36
2948,2948,0,10
2949,2949,0,-41
2950,2950,0,-16
2951,2951,0,33
2952,2952,0,4
2953,2953,0,10
2954,2954,0,-42
2955,2955,0,-17
2956,2956,0,31
2957,2957,0,-1
2958,2958,0,0
2959,2959,0,0
2960,2960,0,-62
2961,2961,0,6
2962,2962,0,13
2963,2963,0,-37
2964,2964,0,54
2965,2965,0,-19
2966,2966,0,-37
2967,2967,0,-9
2968,2968,0,-17
2969,2969,0,32
2970,2970,0,3
2971,2971,0,9
2972,2972,0,19
2973,2973,0,40
2974,2974,0,17
2975,2975,0,-29
2976,2976,0,-56
2977,2977,0,19
2978,2978,0,-23
2979,2979,0,20
2980,2980,0,42
2981,2981,0,21
2982,2982,0,-21
2983,2983,0,-40
2984,2984,0,-13
2985,2985,0,-24
2986,2986,0,18
2987,2987,0,36
2988,2988,0,10
2989,2989,0,-42
2990,2990,0,-19
2991,2991,0,-35
2992,2992,0,60
2993,2993,0,-7
2994,2994,0,-11
2995,2995,0,42
2996,2996,0,-43
2997,2997,0,-21
2998,2998,0,26
2999,2999,0,-74
3000,3000,0,46
3001,3001,0,30
3002,3002,0,63
3003,3003,0,-65
3004,3004,0,1
3005,3005,0,3
3006,3006,0,7
3007,3007,0,-46
3008,3008,0,38
3009,3009,0,-51
3010,3010,0,28
3011,3011,0,58
3012,3012,0,-73
3013,3013,0,-17
3014,3014,0,32
3015,3015,0,1
3016,3016,0,5
3017,3017,0,-51
3018,3018,0,28
3019,3019,0,-7
3020,3020,0,51
3021,3021,0,-23
3022,3022,0,-42
3023,3023,0,-17
3024,3024,0,32
3025,3025,0,66
3026,3026,0,6
3027,3027,0,-49
3028,3028,0,-31
3029,3029,0,4
3030,3030,0,10
3031,3031,0,21
3032,3032,0,-19
3033,3033,0,-37
3034,3034,0,-9
3035,3035,0,-17
3036,3036,0,32
3037,3037,0,-62
3038,3038,0,6
3039,3039,0,13
3040,3040,0,27
3041,3041,0,-7
3042,3042,0,-12
3043,3043,0,-23
3044,3044,0,20
3045,3045,0,42
3046,3046,0,-42
3047,3047,0,-17
3048,3048,0,30
3049,3049,0,-2
3050,3050,0,-3
3051,3051,0,-4
3052,3052,0,-69
3053,3053,0,55
3054,3054,0,-16
3055,3055,0,34
3056,3056,0,5
3057,3057,0,-50
3058,3058,0,32
3059,3059,0,3
3060,3060,0,6
3061,3061,0,77
3062,3062,0,-36
3063,3063,0,-70
3064,3064,0,-73
3065,3065,0,49
3066,3066,0,38
3067,3067,0,13
3068,3068,0,27
3069,3069,0,-8
3070,3070,0,-14
3071,3071,0,-89
3072,3072,0,17
3073,3073,0,36
3074,3074,0,11
3075,3075,0,23
3076,3076,0,-15
3077,3077,0,-29
3078,3078,0,8
3079,3079,0,-47
3080,3080,0,37
3081,3081,0,-54
3082,3082,0,21
3083,3083,0,-20
3084,3084,0,27
3085,3085,0,-72
3086,3086,0,51
3087,3087,0,40
3088,3088,0,17
3089,3089,0,-26
3090,3090,0,13
3091,3091,0,-36
3092,3092,0,-6
3093,3093,0,54
3094,3094,0,-83
3095,3095,0,27
3096,3096,0,-9
3097,3097,0,-17
3098,3098,0,-32
3099,3099,0,2
3100,3100,0,7
3101,3101,0,16
3102,3102,0,33
3103,3103,0,6
3104,3104,0,12
3105,3105,0,-40
3106,3106,0,-14
3107,3107,0,39
3108,3108,0,-111
3109,3109,0,36
3110,3110,0,75
3111,3111,0,24
3112,3112,0,-14
3113,3113,0,-26
3114,3114,0,13
3115,3115,0,-35
3116,3116,0,-5
3117,3117,0,-6
3118,3118,0,-10
3119,3119,0,45
3120,3120,0,-38
3121,3121,0,54
3122,3122,0,-82
3123,3123,0,-34
3124,3124,0,-3
3125,3125,0,61
3126,3126,0,-2
3127,3127,0,-1
3128,3128,0,2
3129,3129,0,70
3130,3130,0,15
3131,3131,0,-31
3132,3132,0,5
3133,3133,0,-53
3134,3134,0,24
3135,3135,0,-12
3136,3136,0,-21
3137,3137,0,-42
3138,3138,0,45
3139,3139,0,28
3140,3140,0,-69
3141,3141,0,-72
3142,3142,0,49
3143,3143,0,35
3144,3144,0,7
3145,3145,0,-47
3146,3146,0,-29
3147,3147,0,9
3148,3148,0,20
3149,3149,0,43
3150,3150,0,-39
3151,3151,0,52
3152,3152,0,-23
3153,3153,0,20
3154,3154,0,-21
3155,3155,0,-40
3156,3156,0,-13
3157,3157,0,40
3158,3158,0,17
3159,3159,0,-28
3160,3160,0,9
3161,3161,0,-43
3162,3162,0,-19
3163,3163,0,28
3164,3164,0,-6
3165,3165,0,52
3166,3166,0,-23
3167,3167,0,-44
3168,3168,0,-24
3169,3169,0,-45
3170,3170,0,40
3171,3171,0,19
3172,3172,0,-23
3173,3173,0,85
3174,3174,0,-19
3175,3175,0,28
3176,3176,0,-6
3177,3177,0,-9
3178,3178,0,-17
3179,3179,0,-32
3180,3180,0,3
3181,3181,0,8
3182,3182,0,-48
3183,3183,0,35
3184,3184,0,9
3185,3185,0,-43
3186,3186,0,-20
3187,3187,0,90
3188,3188,0,-12
3189,3189,0,-22
3190,3190,0,-41
3191,3191,0,-16
3192,3192,0,-29
3193,3193,0,73
3194,3194,0,21
3195,3195,0,-20
3196,3196,0,25
3197,3197,0,-13
3198,3198,0,-24
3199,3199,0,-47
3200,3200,0,-30
3201,3201,0,7
3202,3202,0,16
3203,3203,0,-31
3204,3204,0,4
3205,3205,0,72
3206,3206,0,-46
3207,3207,0,-27
3208,3208,0,11
3209,3209,0,-40
3210,3210,0,51
3211,3211,0,-25
3212,3212,0,15
3213,3213,0,31
3214,3214,0,0
3215,3215,0,-64
3216,3216,0,2
3217,3217,0,7
3218,3218,0,14
3219,3219,0,-35
3220,3220,0,61
3221,3221,0,-6
3222,3222,0,-73
3223,3223,0,50
3224,3224,0,37
3225,3225,0,-53
3226,3226,0,90
3227,3227,0,-10
3228,3228,0,-83
3229,3229,0,29
3230,3230,0,60
3231,3231,0,-71
3232,3232,0,-12
3233,3233,0,40
3234,3234,0,-45
3235,3235,0,-25
3236,3236,0,17
3237,3237,0,-27
3238,3238,0,77
3239,3239,0,-37
3240,3240,0,56
3241,3241,0,-15
3242,3242,0,-29
3243,3243,0,-56
3244,3244,0,18
3245,3245,0,-25
3246,3246,0,16
3247,3247,0,35
3248,3248,0,7
3249,3249,0,16
3250,3250,0,-31
3251,3251,0,5
3252,3252,0,-54
3253,3253,0,21
3254,3254,0,-20
3255,3255,0,26
3256,3256,0,-72
3257,3257,0,52
3258,3258,0,43
3259,3259,0,24
3260,3260,0,50
3261,3261,0,-26
3262,3262,0,-50
3263,3263,0,-32
3264,3264,0,1
3265,3265,0,3
3266,3266,0,8
3267,3267,0,20
3268,3268,0,-87
3269,3269,0,21
3270,3270,0,45
3271,3271,0,28
3272,3272,0,-69
3273,3273,0,55
3274,3274,0,-16
3275,3275,0,-31
3276,3276,0,5
3277,3277,0,-54
3278,3278,0,22
3279,3279,0,-19
3280,3280,0,27
3281,3281,0,-73
3282,3282,0,48
3283,3283,0,-31
3284,3284,0,3
3285,3285,0,8
3286,3286,0,17
3287,3287,0,-28
3288,3288,0,10
3289,3289,0,22
3290,3290,0,-18
3291,3291,0,31
3292,3292,0,0
3293,3293,0,2
3294,3294,0,5
3295,3295,0,12
3296,3296,0,-37
3297,3297,0,-7
3298,3298,0,-12
3299,3299,0,42
3300,3300,0,23
3301,3301,0,-17
3302,3302,0,-31
3303,3303,0,4
3304,3304,0,9
3305,3305,0,-45
3306,3306,0,40
3307,3307,0,-47
3308,3308,0,-27
3309,3309,0,13
3310,3310,0,27
3311,3311,0,-8
3312,3312,0,49
3313,3313,0,-27
3314,3314,0,-51
3315,3315,0,28
3316,3316,0,-8
3317,3317,0,50
3318,3318,0,-26
3319,3319,0,-51
3320,3320,0,-37
3321,3321,0,57
3322,3322,0,-12
3323,3323,0,-24
3324,3324,0,19
3325,3325,0,41
3326,3326,0,-43
3327,3327,0,-20
3328,3328,0,89
3329,3329,0,-11
3330,3330,0,-20
3331,3331,0,-39
3332,3332,0,-11
3333,3333,0,42
3334,3334,0,-40
3335,3335,0,-15
3336,3336,0,37
3337,3337,0,-54
3338,3338,0,86
3339,3339,0,-81
3340,3340,0,32
3341,3341,0,-62
3342,3342,0,68
3343,3343,0,9
3344,3344,0,-42
3345,3345,0,-19
3346,3346,0,-35
3347,3347,0,60
3348,3348,0,59
3349,3349,0,-73
3350,3350,0,48
3351,3351,0,-30
3352,3352,0,5
3353,3353,0,-51
3354,3354,0,30
3355,3355,0,0
3356,3356,0,3
3357,3357,0,71
3358,3358,0,15
3359,3359,0,-31
3360,3360,0,-60
3361,3361,0,-54
3362,3362,0,22
3363,3363,0,47
3364,3364,0,-32
3365,3365,0,1
3366,3366,0,3
3367,3367,0,9
3368,3368,0,-43
3369,3369,0,-19
3370,3370,0,28
3371,3371,0,58
3372,3372,0,-10
3373,3373,0,-18
3374,3374,0,-35
3375,3375,0,-3
3376,3376,0,-3
3377,3377,0,-4
3378,3378,0,-6
3379,3379,0,55
3380,3380,0,-17
3381,3381,0,-31
3382,3382,0,5
3383,3383,0,11
3384,3384,0,-40
3385,3385,0,52
3386,3386,0,-22
3387,3387,0,-41
3388,3388,0,47
3389,3389,0,33
3390,3390,0,-61
3391,3391,0,9
3392,3392,0,-45
3393,3393,0,39
3394,3394,0,-49
3395,3395,0,32
3396,3396,0,-61
3397,3397,0,7
3398,3398,0,17
3399,3399,0,36
3400,3400,0,11
3401,3401,0,-39
3402,3402,0,54
3403,3403,0,-19
3404,3404,0,28
3405,3405,0,-7
3406,3406,0,-10
3407,3407,0,-81
3408,3408,0,32
3409,3409,0,1
3410,3410,0,70
3411,3411,0,-48
3412,3412,0,-30
3413,3413,0,4
3414,3414,0,74
3415,3415,0,-42
3416,3416,0,-81
3417,3417,0,-31
3418,3418,0,68
3419,3419,0,10
3420,3420,0,22
3421,3421,0,-17
3422,3422,0,-33
3423,3423,0,1
3424,3424,0,4
3425,3425,0,10
3426,3426,0,-41
3427,3427,0,48
3428,3428,0,-31
3429,3429,0,5
3430,3430,0,10
3431,3431,0,-41
3432,3432,0,-14
3433,3433,0,39
3434,3434,0,-47
3435,3435,0,102
3436,3436,0,16
3437,3437,0,-31
3438,3438,0,4
3439,3439,0,10
3440,3440,0,-42
3441,3441,0,-83
3442,3442,0,27
3443,3443,0,-8
3444,3444,0,-13
3445,3445,0,-24
3446,3446,0,20
3447,3447,0,42
3448,3448,0,22
3449,3449,0,-17
3450,3450,0,34
3451,3451,0,-57
3452,3452,0,17
3453,3453,0,35
3454,3454,0,8
3455,3455,0,-46
3456,3456,0,-25
3457,3457,0,-49
3458,3458,0,30
3459,3459,0,-1
3460,3460,0,0
3461,3461,0,-63
3462,3462,0,5
3463,3463,0,77
3464,3464,0,-36
3465,3465,0,-7
3466,3466,0,51
3467,3467,0,-23
3468,3468,0,-43
3469,3469,0,-20
3470,3470,0,26
3471,3471,0,53
3472,3472,0,-21
3473,3473,0,-41
3474,3474,0,-15
3475,3475,0,-28
3476,3476,0,11
3477,3477,0,25
3478,3478,0,52
3479,3479,0,-21
3480,3480,0,23
3481,3481,0,-17
3482,3482,0,-33
3483,3483,0,-1
3484,3484,0,-65
3485,3485,0,1
3486,3486,0,5
3487,3487,0,14
3488,3488,0,30
3489,3489,0,64
3490,3490,0,1
3491,3491,0,4
3492,3492,0,-54
3493,3493,0,24
3494,3494,0,-78
3495,3495,0,38
3496,3496,0,15
3497,3497,0,30
3498,3498,0,-66
3499,3499,0,-2
3500,3500,0,-1
3501,3501,0,-64
3502,3502,0,65
3503,3503,0,3
3504,3504,0,9
3505,3505,0,-43
3506,3506,0,-21
3507,3507,0,26
3508,3508,0,54
3509,3509,0,-17
3510,3510,0,-31
3511,3511,0,68
3512,3512,0,-54
3513,3513,0,21
3514,3514,0,-20
3515,3515,0,-37
3516,3516,0,-8
3517,3517,0,-13
3518,3518,0,41
3519,3519,0,19
3520,3520,0,-23
3521,3521,0,19
3522,3522,0,-25
3523,3523,0,-47
3524,3524,0,36
3525,3525,0,-55
3526,3526,0,20
3527,3527,0,43
3528,3528,0,-41
3529,3529,0,-15
3530,3530,0,35
3531,3531,0,8
3532,3532,0,-46
3533,3533,0,36
3534,3534,0,-55
3535,3535,0,21
3536,3536,0,-20
3537,3537,0,-38
3538,3538,0,53
3539,3539,0,44
3540,3540,0,-39
3541,3541,0,-11
3542,3542,0,-19
3543,3543,0,28
3544,3544,0,-7
3545,3545,0,51
3546,3546,0,-23
3547,3547,0,-45
3548,3548,0,-25
3549,3549,0,17
3550,3550,0,35
3551,3551,0,-55
3552,3552,0,19
3553,3553,0,40
3554,3554,0,-45
3555,3555,0,40
3556,3556,0,-45
3557,3557,0,39
3558,3558,0,15
3559,3559,0,-34
3560,3560,0,-2
3561,3561,0,-65
3562,3562,0,1
3563,3563,0,4
3564,3564,0,73
3565,3565,0,19
3566,3566,0,-25
3567,3567,0,-47
3568,3568,0,-26
3569,3569,0,13
3570,3570,0,27
3571,3571,0,56
3572,3572,0,-14
3573,3573,0,-90
3574,3574,0,14
3575,3575,0,30
3576,3576,0,-2
3577,3577,0,-3
3578,3578,0,-3
3579,3579,0,-5
3580,3580,0,-9
3581,3581,0,-16
3582,3582,0,35
3583,3583,0,-57
3584,3584,0,15
3585,3585,0,33
3586,3586,0,3
3587,3587,0,-56
3588,3588,0,18
3589,3589,0,38
3590,3590,0,-51
3591,3591,0,28
3592,3592,0,-7
3593,3593,0,-12
3594,3594,0,-23
3595,3595,0,21
3596,3596,0,-20
3597,3597,0,27
3598,3598,0,-8
3599,3599,0,52
3600,3600,0,-21
3601,3601,0,25
3602,3602,0,-13
3603,3603,0,41
3604,3604,0,-46
3605,3605,0,-25
3606,3606,0,-48
3607,3607,0,33
3608,3608,0,-60
3609,3609,0,73
3610,3610,0,-44
3611,3611,0,-21
3612,3612,0,23
3613,3613,0,-15
3614,3614,0,35
3615,3615,0,10
3616,3616,0,-40
3617,3617,0,50
3618,3618,0,-27
3619,3619,0,76
3620,3620,0,-38
3621,3621,0,-74
3622,3622,0,-16
3623,3623,0,35
3624,3624,0,7
3625,3625,0,14
3626,3626,0,29
3627,3627,0,-69
3628,3628,0,-73
3629,3629,0,-17
3630,3630,0,31
3631,3631,0,2
3632,3632,0,7
3633,3633,0,15
3634,3634,0,31
3635,3635,0,63
3636,3636,0,-64
3637,3637,0,-63
3638,3638,0,3
3639,3639,0,6
3640,3640,0,13
3641,3641,0,-36
3642,3642,0,-6
3643,3643,0,-11
3644,3644,0,44
3645,3645,0,26
3646,3646,0,-10
3647,3647,0,-18
3648,3648,0,29
3649,3649,0,-4
3650,3650,0,-6
3651,3651,0,-11
3652,3652,0,-20
3653,3653,0,26
3654,3654,0,-9
3655,3655,0,-17
3656,3656,0,31
3657,3657,0,-2
3658,3658,0,-1
3659,3659,0,-65
3660,3660,0,1
3661,3661,0,4
3662,3662,0,74
3663,3663,0,-42
3664,3664,0,47
3665,3665,0,-31
3666,3666,0,4
3667,3667,0,11
3668,3668,0,25
3669,3669,0,-12
3670,3670,0,-22
3671,3671,0,22
3672,3672,0,-17
3673,3673,0,-32
3674,3674,0,4
3675,3675,0,9
3676,3676,0,20
3677,3677,0,-23
3678,3678,0,20
3679,3679,0,-84
3680,3680,0,26
3681,3681,0,-9
3682,3682,0,48
3683,3683,0,33
3684,3684,0,-61
3685,3685,0,7
3686,3686,0,-49
3687,3687,0,-31
3688,3688,0,4
3689,3689,0,9
3690,3690,0,19
3691,3691,0,40
3692,3692,0,-45
3693,3693,0,-25
3694,3694,0,16
3695,3695,0,34
3696,3696,0,7
3697,3697,0,-49
3698,3698,0,33
3699,3699,0,3
3700,3700,0,8
3701,3701,0,-48
3702,3702,0,36
3703,3703,0,-55
3704,3704,0,20
3705,3705,0,-21
3706,3706,0,86
3707,3707,0,-82
3708,3708,0,31
3709,3709,0,-1
3710,3710,0,-65
3711,3711,0,64
3712,3712,0,3
3713,3713,0,-56
3714,3714,0,17
3715,3715,0,35
3716,3716,0,6
3717,3717,0,-51
3718,3718,0,-37
3719,3719,0,-7
3720,3720,0,-10
3721,3721,0,46
3722,3722,0,31
3723,3723,0,65
3724,3724,0,4
3725,3725,0,-54
3726,3726,0,22
3727,3727,0,-19
3728,3728,0,-34
3729,3729,0,-3
3730,3730,0,-3
3731,3731,0,-5
3732,3732,0,56
3733,3733,0,-78
3734,3734,0,39
3735,3735,0,-48
3736,3736,0,33
3737,3737,0,5
3738,3738,0,13
3739,3739,0,-36
3740,3740,0,-6
3741,3741,0,54
3742,3742,0,-17
3743,3743,0,-31
3744,3744,0,3
3745,3745,0,6
3746,3746,0,15
3747,3747,0,-32
3748,3748,0,-64
3749,3749,0,2
3750,3750,0,69
3751,3751,0,-53
3752,3752,0,-40
3753,3753,0,49
3754,3754,0,-28
3755,3755,0,11
3756,3756,0,26
3757,3757,0,-10
3758,3758,0,45
3759,3759,0,29
3760,3760,0,-4
3761,3761,0,-71
3762,3762,0,-12
3763,3763,0,41
3764,3764,0,-44
3765,3765,0,-23
3766,3766,0,21
3767,3767,0,-19
3768,3768,0,27
3769,3769,0,-8
3770,3770,0,51
3771,3771,0,-25
3772,3772,0,-48
3773,3773,0,33
3774,3774,0,2
3775,3775,0,-58
3776,3776,0,15
3777,3777,0,-32
3778,3778,0,3
3779,3779,0,73
3780,3780,0,22
3781,3781,0,-17
3782,3782,0,32
3783,3783,0,2
3784,3784,0,6
3785,3785,0,-48
3786,3786,0,-30
3787,3787,0,8
3788,3788,0,19
3789,3789,0,40
3790,3790,0,-44
3791,3791,0,41
3792,3792,0,-46
3793,3793,0,-28
3794,3794,0,10
3795,3795,0,-106
3796,3796,0,-20
3797,3797,0,27
3798,3798,0,57
3799,3799,0,-12
3800,3800,0,-22
3801,3801,0,85
3802,3802,0,-20
3803,3803,0,-38
3804,3804,0,-10
3805,3805,0,-19
3806,3806,0,29
3807,3807,0,-3
3808,3808,0,-4
3809,3809,0,-4
3810,3810,0,58
3811,3811,0,-11
3812,3812,0,-21
3813,3813,0,25
3814,3814,0,-75
3815,3815,0,-19
3816,3816,0,27
3817,3817,0,55
3818,3818,0,-17
3819,3819,0,-32
3820,3820,0,-62
3821,3821,0,6
3822,3822,0,14
3823,3823,0,30
3824,3824,0,-2
3825,3825,0,-2
3826,3826,0,-2
3827,3827,0,-3
3828,3828,0,-2
3829,3829,0,-2
3830,3830,0,-1
3831,3831,0,-1
3832,3832,0,65
3833,3833,0,-59
3834,3834,0,12
3835,3835,0,-37
3836,3836,0,56
3837,3837,0,-14
3838,3838,0,-26
3839,3839,0,14
3840,3840,0,-35
3841,3841,0,-3
3842,3842,0,-3
3843,3843,0,-4
3844,3844,0,-5
3845,3845,0,56
3846,3846,0,-13
3847,3847,0,-24
3848,3848,0,19
3849,3849,0,-23
3850,3850,0,20
3851,3851,0,-22
3852,3852,0,23
3853,3853,0,-16
3854,3854,0,-31
3855,3855,0,4
3856,3856,0,8
3857,3857,0,-47
3858,3858,0,-29
3859,3859,0,8
3860,3860,0,-46
3861,3861,0,38
3862,3862,0,14
3863,3863,0,30
3864,3864,0,-2
3865,3865,0,-3
3866,3866,0,-4
3867,3867,0,-5
3868,3868,0,-8
3869,3869,0,-14
3870,3870,0,39
3871,3871,0,16
3872,3872,0,-31
3873,3873,0,4
3874,3874,0,8
3875,3875,0,-46
3876,3876,0,-24
3877,3877,0,16
3878,3878,0,-29
3879,3879,0,72
3880,3880,0,18
3881,3881,0,-91
3882,3882,0,75
3883,3883,0,-39
3884,3884,0,-12
3885,3885,0,-22
3886,3886,0,23
3887,3887,0,48
3888,3888,0,-30
3889,3889,0,6
3890,3890,0,15
3891,3891,0,-33
3892,3892,0,2
3893,3893,0,6
3894,3894,0,15
3895,3895,0,-31
3896,3896,0,67
3897,3897,0,-56
3898,3898,0,18
3899,3899,0,-25
3900,3900,0,-50
3901,3901,0,32
3902,3902,0,1
3903,3903,0,4
3904,3904,0,-52
3905,3905,0,91
3906,3906,0,-71
3907,3907,0,51
3908,3908,0,40
3909,3909,0,-46
3910,3910,0,-25
3911,3911,0,-49
3912,3912,0,32
3913,3913,0,2
3914,3914,0,7
3915,3915,0,-46
3916,3916,0,37
3917,3917,0,12
3918,3918,0,26
3919,3919,0,-10
3920,3920,0,-82
3921,3921,0,29
3922,3922,0,-4
3923,3923,0,-7
3924,3924,0,-10
3925,3925,0,-18
3926,3926,0,29
3927,3927,0,-5
3928,3928,0,55
3929,3929,0,-78
3930,3930,0,-26
3931,3931,0,13
3932,3932,0,28
3933,3933,0,57
3934,3934,0,-74
3935,3935,0,-20
3936,3936,0,25
3937,3937,0,-14
3938,3938,0,40
3939,3939,0,-109
3940,3940,0,39
3941,3941,0,17
3942,3942,0,100
3943,3943,0,-54
3944,3944,0,-42
3945,3945,0,45
3946,3946,0,-36
3947,3947,0,-6
3948,3948,0,-8
3949,3949,0,-13
3950,3950,0,42
3951,3951,0,22
3952,3952,0,46
3953,3953,0,-34
3954,3954,0,0
3955,3955,0,-62
3956,3956,0,6
3957,3957,0,14
3958,3958,0,30
3959,3959,0,-67
3960,3960,0,-4
3961,3961,0,-5
3962,3962,0,-8
3963,3963,0,-12
3964,3964,0,40
3965,3965,0,17
3966,3966,0,-27
3967,3967,0,12
3968,3968,0,-101
3969,3969,0,57
3970,3970,0,53
3971,3971,0,-19
3972,3972,0,26
3973,3973,0,-9
3974,3974,0,-17
3975,3975,0,-31
3976,3976,0,-61
3977,3977,0,72
3978,3978,0,-46
3979,3979,0,38
3980,3980,0,-50
3981,3981,0,30
3982,3982,0,-2
3983,3983,0,-3
3984,3984,0,-5
3985,3985,0,-7
3986,3986,0,-13
3987,3987,0,-24
3988,3988,0,19
3989,3989,0,41
3990,3990,0,-46
3991,3991,0,38
3992,3992,0,15
3993,3993,0,-31
3994,3994,0,-59
3995,3995,0,78
3996,3996,0,31
3997,3997,0,-1
3998,3998,0,1
3999,3999,0,5
4000,4000,0,-52
4001,4001,0,-37
4002,4002,0,54
4003,4003,0,-19
4004,4004,0,-37
4005,4005,0,-7
4006,4006,0,-75
4007,4007,0,45
4008,4008,0,27
4009,4009,0,57
4010,4010,0,-12
4011,4011,0,-23
4012,4012,0,-45
4013,4013,0,39
4014,4014,0,-50
4015,4015,0,-34
4016,4016,0,-2
4017,4017,0,-1
4018,4018,0,-1
4019,4019,0,64
4020,4020,0,4
4021,4021,0,10
4022,4022,0,-42
4023,4023,0,47
4024,4024,0,32
4025,4025,0,-62
4026,4026,0,6
4027,4027,0,15
4028,4028,0,-31
4029,4029,0,5
4030,4030,0,11
4031,4031,0,25
4032,4032,0,-13
4033,4033,0,-23
4034,4034,0,-42
4035,4035,0,46
4036,4036,0,-35
4037,4037,0,60
4038,4038,0,-5
4039,4039,0,-71
4040,4040,0,-11
4041,4041,0,44
4042,4042,0,26
4043,4043,0,-11
4044,4044,0,-20
4045,4045,0,-38
4046,4046,0,-8
4047,4047,0,-14
4048,4048,0,38
4049,4049,0,14
4050,4050,0,28
4051,4051,0,-69
4052,4052,0,-8
4053,4053,0,-13
4054,4054,0,-24
4055,4055,0,80
4056,4056,0,-30
4057,4057,0,8
4058,4058,0,-45
4059,4059,0,-24
4060,4060,0,82
4061,4061,0,38
4062,4062,0,-50
4063,4063,0,-35
4064,4064,0,-4
4065,4065,0,-6
4066,4066,0,-8
4067,4067,0,-14
4068,4068,0,37
4069,4069,0,13
4070,4070,0,28
4071,4071,0,-69
4072,4072,0,-8
4073,4073,0,49
4074,4074,0,-27
4075,4075,0,13
4076,4076,0,-35
4077,4077,0,-5
4078,4078,0,55
4079,4079,0,-17
4080,4080,0,-32
4081,4081,0,-62
4082,4082,0,6
4083,4083,0,15
4084,4084,0,33
4085,4085,0,3
4086,4086,0,7
4087,4087,0,15
4088,4088,0,-33
4089,4089,0,-63
4090,4090,0,3
4091,4091,0,8
4092,4092,0,18
4093,4093,0,37
4094,4094,0,-53
4095,4095,0,23
